,gender,expiration,age,time,education,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,income_ub,income_lb,destination,passanger,weather,coupon,maritalStatus,occupation,temperature,has_children,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
12,1.0,2.0,21.0,18.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.6724606329822334,0.4604685071246847,0.5147349118364948,0.40124842941776057,0.5490774672048776,0.5531779215626575,55.0,1.0,1.0,0.0,0.0,1.0,1
13,1.0,24.0,21.0,18.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.49921129596224895,0.45622490601533455,0.5593728377598208,0.354350013112346,0.6156828767446455,0.595464574267089,55.0,1.0,0.0,0.0,1.0,0.0,1
14,1.0,24.0,21.0,18.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.485090543412437,0.585047605658865,0.5636318972599632,0.4254491064123147,0.5473136597654185,0.5460293802554526,55.0,1.0,1.0,0.0,0.0,1.0,1
15,1.0,2.0,21.0,18.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.5614606064673656,0.561784494164101,0.6145154453114776,0.49935669172617786,0.6005401802741233,0.513255624787501,80.0,1.0,0.0,0.0,0.0,1.0,0
16,1.0,2.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.5054279392195838,0.47640143545345814,0.5729316277214167,0.5527780328758909,0.5409429345759922,0.6753716178267868,55.0,1.0,1.0,1.0,0.0,1.0,1
17,1.0,24.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.4703134496930714,0.49439534180311784,0.5781575455029292,0.363005167884485,0.43845570395551653,0.5617244666733221,55.0,1.0,1.0,1.0,0.0,1.0,0
18,1.0,24.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.5121647503078981,0.45491377079198786,0.5822403758372535,0.4827472787426029,0.4988507869307692,0.609171112168869,80.0,1.0,1.0,0.0,0.0,1.0,1
19,1.0,2.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.5376318207278539,0.5269882198810592,0.6415759501356171,0.8551870078400088,0.6163214270935565,0.5549520327011173,80.0,1.0,0.0,0.0,1.0,0.0,1
20,1.0,24.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.5376000914169076,0.558306348347743,0.5222939606753968,0.7298040136903943,0.6041205365236028,0.5402672882168043,55.0,1.0,0.0,0.0,0.0,1.0,0
21,1.0,2.0,21.0,7.0,3.0,0.0,0.0,2.0,3.0,2.0,49999.0,37500.0,0.43517840295896204,0.5454548443247367,0.6017834728336795,0.5165537986500462,0.4740477685850749,0.5596945390866517,55.0,1.0,1.0,0.0,0.0,1.0,1
22,0.0,24.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.6089352914612979,0.4909123989497187,0.5385406387191168,0.7683687392355307,0.5436134413234408,0.7198191387913758,55.0,0.0,0.0,0.0,0.0,1.0,1
23,0.0,2.0,21.0,10.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.7515120827027628,0.5532537978810772,0.570580626024796,0.44319218559673934,0.5612486689473202,0.6782580590287076,80.0,0.0,0.0,0.0,0.0,1.0,0
24,0.0,24.0,21.0,10.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.6496541394154098,0.7298494071642722,0.5990655987887391,0.36372064810048077,0.6140433393497359,0.6608056368979897,80.0,0.0,0.0,0.0,0.0,1.0,1
25,0.0,2.0,21.0,10.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5239637472797366,0.7371463847399545,0.6845260618087107,0.7407027060563648,0.5596708291872954,0.5913704410420669,80.0,0.0,1.0,0.0,0.0,1.0,0
26,0.0,24.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.591181093529503,0.7824966404451548,0.6073290628651603,0.4895225573164187,0.7129619379142529,0.5994182425912702,80.0,0.0,0.0,0.0,0.0,1.0,0
27,0.0,2.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5942612589289376,0.6603461189894173,0.6142177021097983,0.36342443556865095,0.5629647419732294,0.550554000967766,80.0,0.0,1.0,0.0,0.0,1.0,0
28,0.0,24.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.7709987459376392,0.7469044745976098,0.6485599748933147,0.5040845717523393,0.6324241562315198,0.5869337427607939,80.0,0.0,1.0,0.0,0.0,1.0,0
29,0.0,24.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5791534051233822,0.6565185684599943,0.5430682188977657,0.781748134445794,0.698956503760412,0.6217804813149936,80.0,0.0,1.0,0.0,0.0,1.0,1
30,0.0,2.0,21.0,18.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5761028974567436,0.6505570493720673,0.5928631727004807,0.4988735812087876,0.6943571776716516,0.5907047362586866,80.0,0.0,0.0,0.0,0.0,1.0,0
31,0.0,2.0,21.0,18.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.6758491387471429,0.6398355577710508,0.4583851862442408,0.7923279625714751,0.6542870636286693,0.5012673222781822,80.0,0.0,1.0,0.0,0.0,1.0,1
32,0.0,2.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.6416774913143382,0.7302830453356223,0.6303383486390556,0.49822223701007795,0.6219485336357133,0.6462651903319654,55.0,0.0,0.0,0.0,0.0,1.0,0
33,0.0,24.0,21.0,14.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.6518783466177968,0.7809018175717576,0.6062462765458286,0.5822978400227113,0.6512610126856201,0.6760891900463639,55.0,0.0,1.0,0.0,0.0,1.0,1
34,0.0,2.0,21.0,10.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.7159916993985579,0.5060522055622991,0.6487826345251667,0.4891538718564888,0.6562950955632407,0.6307296659336832,55.0,0.0,0.0,0.0,0.0,1.0,0
35,0.0,24.0,21.0,18.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5125419071524516,0.4749712975342448,0.602721978560951,0.4595721075673435,0.5661599505176633,0.6611016555461529,55.0,0.0,0.0,0.0,1.0,0.0,1
36,0.0,24.0,21.0,18.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5637186763699656,0.5741591696941427,0.41046479630666566,0.5254714430585151,0.7341181615821893,0.7924720378308859,55.0,0.0,1.0,0.0,0.0,1.0,0
37,0.0,2.0,21.0,18.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.4966953427188344,0.5891353219197536,0.5276674893075083,0.4911671656621495,0.6377111056238048,0.597558615145027,80.0,0.0,0.0,0.0,0.0,1.0,0
38,0.0,2.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5757262797475136,0.5250370094906943,0.6481636623346073,0.5068246126650998,0.5915430481135697,0.5871168655044717,55.0,0.0,1.0,1.0,0.0,1.0,0
39,0.0,24.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.409527097854308,0.5026261166527155,0.649572099926275,0.42185730670993593,0.5751380735815447,0.5913512293613196,55.0,0.0,1.0,1.0,0.0,1.0,1
40,0.0,24.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.48498734891318074,0.424925819594079,0.7000252583864245,0.4814839756025863,0.6219154610102885,0.6216643745447145,80.0,0.0,1.0,0.0,0.0,1.0,0
41,0.0,2.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.5016232925943622,0.45673635136376156,0.6374684124148874,0.6729544670385049,0.684519460588472,0.6412727954131816,80.0,0.0,0.0,0.0,1.0,0.0,1
42,0.0,24.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.4674012435164366,0.5469131839583123,0.5667276468610316,0.8914747148281947,0.6837130243191152,0.7299873706493029,55.0,0.0,0.0,0.0,0.0,1.0,1
43,0.0,2.0,21.0,7.0,5.0,0.0,1.0,3.0,3.0,1.0,74999.0,62500.0,0.47752639141568726,0.545075392291315,0.5983117139864318,0.5610998051574554,0.604443570442036,0.6824815755480826,55.0,0.0,1.0,0.0,0.0,1.0,0
44,0.0,24.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5836455191892834,0.5180798087485128,0.5101411206270892,0.6800843945897124,0.6345970328841801,0.6055715315846418,55.0,0.0,0.0,0.0,0.0,1.0,1
45,0.0,2.0,46.0,10.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.628065117364657,0.8023893009823815,0.6769543399080291,0.5576449129026396,0.6641565810838858,0.6424029606295777,80.0,0.0,0.0,0.0,0.0,1.0,1
46,0.0,24.0,46.0,10.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5869568565995157,0.6813239163555022,0.6501534416030522,0.39237488732309034,0.5601572162933965,0.6056790750112901,80.0,0.0,0.0,0.0,0.0,1.0,0
47,0.0,2.0,46.0,10.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5549595131450421,0.5682264738792647,0.5610225487324731,0.6083982566446307,0.5587926498816699,0.5916292568987294,80.0,0.0,1.0,0.0,0.0,1.0,1
48,0.0,24.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5705864163407417,0.6942373399835092,0.6091333093197644,0.5774798984406656,0.6273169046172621,0.6030296417992352,80.0,0.0,0.0,0.0,0.0,1.0,1
49,0.0,2.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.6664319722573572,0.6709738946547589,0.6387404980166329,0.4543582898316719,0.5570592666267381,0.6003594355387848,80.0,0.0,1.0,0.0,0.0,1.0,1
50,0.0,24.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.6211044022213851,0.5535612984124588,0.6605575868126901,0.5760624874681745,0.4658571562667641,0.5117222175580107,80.0,0.0,1.0,0.0,0.0,1.0,0
51,0.0,24.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.7167217764867414,0.642651800972023,0.5135617256641203,0.8090434118800656,0.6091635523305652,0.6419404344593516,80.0,0.0,1.0,0.0,0.0,1.0,1
52,0.0,2.0,46.0,18.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.8179942195561896,0.8265333457594759,0.6893257209485293,0.5054314641458211,0.5723044735127591,0.6808943686157509,80.0,0.0,0.0,0.0,0.0,1.0,0
53,0.0,2.0,46.0,18.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.6968849789547233,0.6559862258230053,0.517026094671602,0.7310348186326872,0.6265683339969259,0.6148654445330242,80.0,0.0,1.0,0.0,0.0,1.0,1
54,0.0,2.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.6674988071545965,0.649939402248704,0.5313761980369294,0.4964651796356851,0.6004077705436397,0.6544150764413098,55.0,0.0,0.0,0.0,0.0,1.0,1
55,0.0,24.0,46.0,14.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.7616103265444977,0.7581182970800346,0.6153685911262782,0.8714539146907155,0.5615372951257327,0.48016915374053526,55.0,0.0,1.0,0.0,0.0,1.0,1
56,0.0,2.0,46.0,10.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.647342060547156,0.468287426034924,0.6307255899918641,0.49947299336794787,0.5594957828414536,0.6575292029168692,55.0,0.0,0.0,0.0,0.0,1.0,1
57,0.0,24.0,46.0,18.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5011369516317977,0.5076275136455421,0.6549196291170508,0.37500194875244003,0.6312492209182003,0.6757526349610637,55.0,0.0,0.0,0.0,1.0,0.0,0
58,0.0,24.0,46.0,18.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.4593225024721315,0.44556493240934675,0.6452852874552664,0.4784987666383877,0.6263196638187253,0.6329332738467739,55.0,0.0,1.0,0.0,0.0,1.0,0
59,0.0,2.0,46.0,18.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5013861101108049,0.5403920956560224,0.620385973602465,0.4757894423077763,0.5561125271857245,0.5413981552114404,80.0,0.0,0.0,0.0,0.0,1.0,0
60,0.0,2.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.47911064724483804,0.5990102838089574,0.5594087069524969,0.5788731773853272,0.566399376263713,0.6781682242715541,55.0,0.0,1.0,1.0,0.0,1.0,0
61,0.0,24.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5404878523149004,0.4851658964463219,0.6128566493543635,0.4008153199986354,0.695215566889831,0.6193300838392134,55.0,0.0,1.0,1.0,0.0,1.0,0
62,0.0,24.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5137473384693688,0.5314772694570831,0.537678849022257,0.3725333324749882,0.5442636803500257,0.5742230085153311,80.0,0.0,1.0,0.0,0.0,1.0,0
63,0.0,2.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5860731769436331,0.6139945531990597,0.5414545337052021,0.6321535499010611,0.5565287056761293,0.7727972938110814,80.0,0.0,0.0,0.0,1.0,0.0,1
64,0.0,24.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.398053338216835,0.47085991464813476,0.6422480965411893,0.8239756603674742,0.672277003444884,0.6339811109285428,55.0,0.0,0.0,0.0,0.0,1.0,0
65,0.0,2.0,46.0,7.0,3.0,0.0,3.0,2.0,2.0,0.0,24999.0,12500.0,0.5488180864960951,0.5312818755634731,0.7269870835314793,0.5133306815851642,0.5168949121614048,0.6533033779066892,55.0,0.0,1.0,0.0,0.0,1.0,0
66,0.0,24.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6302506768880485,0.5055428431044368,0.6213410793779064,0.683749845646715,0.5624210041616917,0.5496130205800076,55.0,1.0,0.0,0.0,0.0,1.0,1
67,0.0,2.0,46.0,10.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5175450065043932,0.6425904950656265,0.6306944362549523,0.4993592230061143,0.5538196495371039,0.44807182073796925,80.0,1.0,0.0,0.0,0.0,1.0,1
68,0.0,2.0,46.0,10.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6254496655293562,0.557754619459209,0.6530294405464757,0.7969368064048217,0.5844983078679868,0.5515473108152524,80.0,1.0,1.0,0.0,0.0,1.0,1
69,0.0,2.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5907003872486394,0.6132013143109865,0.6154271549878089,0.5389870287714994,0.5316003064841721,0.4971694258006347,80.0,1.0,1.0,0.0,0.0,1.0,1
70,0.0,24.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5995173606680709,0.7138788336469923,0.6419006626369216,0.5260295723725361,0.6364145159970149,0.4481635855390378,80.0,1.0,1.0,0.0,0.0,1.0,1
71,0.0,2.0,46.0,18.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5848397824165567,0.6267687737096136,0.6611348862006082,0.7634108512030844,0.5020817192800433,0.5926710737813504,80.0,1.0,1.0,0.0,0.0,1.0,1
72,0.0,24.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6917352413753205,0.7361495932747232,0.6834347166842074,0.7435918162470657,0.5981149690674238,0.5052652139273747,55.0,1.0,1.0,0.0,0.0,1.0,1
73,0.0,2.0,46.0,10.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.7566270942910575,0.5355528727720201,0.5768488744866829,0.739014110363444,0.5442435501325686,0.5918826004723268,80.0,1.0,1.0,0.0,0.0,1.0,1
74,0.0,2.0,46.0,10.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6266466586717175,0.4560363644098615,0.6286120311963085,0.7357375496191867,0.5541412672330168,0.5104512573225704,80.0,1.0,1.0,0.0,0.0,1.0,1
75,0.0,24.0,46.0,10.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6594123635299239,0.46323805285648045,0.6187045543634352,0.40650927543887055,0.5712131995795897,0.6114036711197307,80.0,1.0,1.0,0.0,0.0,1.0,1
76,0.0,24.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.51202537828307,0.5303948401363863,0.5625746139981853,0.8043088225309057,0.6338309469918936,0.5572946207976248,80.0,1.0,0.0,0.0,0.0,1.0,1
77,0.0,24.0,46.0,14.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6661942187241332,0.4748393837665694,0.5257398822252619,0.7768516523088606,0.5370663130069553,0.5216714402007229,55.0,1.0,1.0,0.0,0.0,1.0,1
78,0.0,2.0,46.0,18.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.6489477186198123,0.4848731991071771,0.6492818329192072,0.4784792865943097,0.4610866455629877,0.504345073753536,55.0,1.0,1.0,0.0,0.0,1.0,0
79,0.0,24.0,46.0,18.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5577146565076859,0.4418183738412846,0.611206323654556,0.3917315587605385,0.45693809321322537,0.5533359968723959,55.0,1.0,0.0,0.0,1.0,0.0,1
80,0.0,24.0,46.0,18.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5355253507329838,0.525981177924229,0.5153529944833098,0.45172608782715173,0.5530049191064937,0.5898292438920723,55.0,1.0,1.0,0.0,0.0,1.0,0
81,0.0,2.0,46.0,18.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.46885904827588326,0.5007389686291894,0.5863952512089414,0.4845749430463845,0.5837610833304098,0.4704558243156859,80.0,1.0,0.0,0.0,0.0,1.0,1
82,0.0,2.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5587852872745177,0.47048751816852064,0.5168978522650347,0.5248138023260787,0.4999336050981169,0.5629434029528277,55.0,1.0,1.0,1.0,0.0,1.0,0
83,0.0,24.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.41717205883125186,0.5521668179317248,0.6459579870729709,0.453757980538872,0.4736281884724076,0.4895825668188527,55.0,1.0,1.0,1.0,0.0,1.0,1
84,0.0,24.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.4295684990264018,0.4831919717407313,0.5136546287643105,0.40084873983019087,0.4716975752446576,0.5574779777802474,80.0,1.0,1.0,0.0,0.0,1.0,1
85,0.0,2.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5233472022154817,0.5857528450614713,0.6485015141454322,0.8071734698289408,0.5621938617511983,0.528693583050566,80.0,1.0,0.0,0.0,1.0,0.0,0
86,0.0,24.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.5969303540172228,0.524055840018994,0.48516592837641365,0.6732621849629522,0.6876924331112687,0.4521838762800388,55.0,1.0,0.0,0.0,0.0,1.0,1
87,0.0,2.0,46.0,7.0,5.0,1.0,2.0,2.0,2.0,1.0,87499.0,75000.0,0.4813862042195377,0.4926666026075485,0.6288810381581673,0.519828986444787,0.563220195333487,0.4994904828973388,55.0,1.0,1.0,0.0,0.0,1.0,0
88,0.0,24.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.5872780822650937,0.5614254554354308,0.6257640505688429,0.6979713544760806,0.574135035562915,0.5405290241061117,55.0,0.0,0.0,0.0,0.0,1.0,0
89,0.0,2.0,21.0,10.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6791189476436588,0.6555522250411592,0.5367413520507155,0.5420151223606477,0.6288189134322459,0.6873669120031466,80.0,0.0,0.0,0.0,0.0,1.0,1
90,0.0,24.0,21.0,10.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6864116740956484,0.6699828706330367,0.5151200676698224,0.4759764235989629,0.5678660093887316,0.5455798781948877,80.0,0.0,0.0,0.0,0.0,1.0,1
91,0.0,2.0,21.0,10.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6339612931802291,0.5549063290659121,0.733739235368046,0.6907201266933863,0.5445112937881443,0.7409703635631685,80.0,0.0,1.0,0.0,0.0,1.0,1
92,0.0,24.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6826003784142604,0.5854560572026744,0.5754497908661333,0.5185244317542157,0.6966441789487254,0.7098095784761713,80.0,0.0,0.0,0.0,0.0,1.0,1
93,0.0,2.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.5994621576001359,0.7010017368368671,0.6333548447499443,0.5099007757713049,0.654963176061182,0.5970001034004061,80.0,0.0,1.0,0.0,0.0,1.0,1
94,0.0,24.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.5501491822224754,0.7210456254786674,0.6579813113940272,0.5916432826532032,0.6788643708302374,0.6939695416248632,80.0,0.0,1.0,0.0,0.0,1.0,1
95,0.0,24.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6603482431051008,0.6277038432415123,0.5859616098343141,0.6613083795621232,0.6081479626043094,0.5366421362474997,80.0,0.0,1.0,0.0,0.0,1.0,1
96,0.0,2.0,21.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.5708422515206237,0.6246973406312479,0.5521154423115474,0.4683527342570147,0.6134389409373638,0.6412455828587208,80.0,0.0,0.0,0.0,0.0,1.0,1
97,0.0,2.0,21.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.7462722252758821,0.6502859058827564,0.6385017542272797,0.6278397606058064,0.49572169761048474,0.6275781736528723,80.0,0.0,1.0,0.0,0.0,1.0,1
98,0.0,2.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6160114503424547,0.6971259614698871,0.6287899175472131,0.5298826208467252,0.5182861942802578,0.6444945591466802,55.0,0.0,0.0,0.0,0.0,1.0,1
99,0.0,24.0,21.0,14.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6553417372877995,0.5948839645707579,0.5643482159261003,0.8043699849308977,0.5532156414113476,0.5724017160482924,55.0,0.0,1.0,0.0,0.0,1.0,1
100,0.0,2.0,21.0,10.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.6883622527553621,0.5916268963429878,0.5228096323678016,0.40977910488494196,0.6110486126083271,0.6620593125742227,55.0,0.0,0.0,0.0,0.0,1.0,1
101,0.0,24.0,21.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.5351909109429032,0.40253849652298396,0.611849618974909,0.3968905014687146,0.5924737066663711,0.6079966498843692,55.0,0.0,0.0,0.0,1.0,0.0,1
102,0.0,24.0,21.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.40689635561871934,0.6382771390826508,0.4829595884135735,0.44723820358687283,0.5419525471343433,0.5838870015260259,55.0,0.0,1.0,0.0,0.0,1.0,1
103,0.0,2.0,21.0,18.0,4.0,2.0,1.0,2.0,1.0,2.0,24999.0,12500.0,0.4819584359540208,0.4629506192020214,0.4529903865462668,0.46207929454501984,0.5771957304229386,0.5471799336663656,80.0,0.0,0.0,0.0,0.0,1.0,1
